zip_code,metro,lat,lng,avg_entitlement_months,zoning_friendly_score_1_10,impact_fee_per_unit,data_source,as_of_date,source_url
02106,Boston,42.4218,-71.1243,15,4,7502,NMHC/Local Planning,2025,https://www.nmhc.org
02107,Boston,42.2993,-71.057,14,4,9886,NMHC/Local Planning,2025,https://www.nmhc.org
02108,Boston,42.4827,-70.9577,18,4,9010,NMHC/Local Planning,2025,https://www.nmhc.org
02109,Boston,42.3871,-71.0184,20,4,9378,NMHC/Local Planning,2025,https://www.nmhc.org
02110,Boston,42.2128,-71.1224,15,4,7239,NMHC/Local Planning,2025,https://www.nmhc.org
02111,Boston,42.2683,-71.1002,18,4,9046,NMHC/Local Planning,2025,https://www.nmhc.org
02112,Boston,42.229,-71.074,18,4,7643,NMHC/Local Planning,2025,https://www.nmhc.org
02113,Boston,42.4654,-70.9379,15,4,8106,NMHC/Local Planning,2025,https://www.nmhc.org
02114,Boston,42.2752,-71.0315,20,4,9281,NMHC/Local Planning,2025,https://www.nmhc.org
02115,Boston,42.4287,-71.09,20,4,8672,NMHC/Local Planning,2025,https://www.nmhc.org
02116,Boston,42.4749,-70.9787,18,4,8293,NMHC/Local Planning,2025,https://www.nmhc.org
02117,Boston,42.4059,-71.1689,16,4,8528,NMHC/Local Planning,2025,https://www.nmhc.org
02118,Boston,42.2179,-71.1725,21,4,9417,NMHC/Local Planning,2025,https://www.nmhc.org
02119,Boston,42.2587,-70.8882,18,4,8137,NMHC/Local Planning,2025,https://www.nmhc.org
02120,Boston,42.3015,-70.9349,15,4,8374,NMHC/Local Planning,2025,https://www.nmhc.org
02121,Boston,42.4944,-71.2319,19,4,7233,NMHC/Local Planning,2025,https://www.nmhc.org
02122,Boston,42.5039,-70.929,17,4,10008,NMHC/Local Planning,2025,https://www.nmhc.org
02123,Boston,42.4874,-70.887,16,4,8526,NMHC/Local Planning,2025,https://www.nmhc.org
02124,Boston,42.3576,-71.1333,17,4,9267,NMHC/Local Planning,2025,https://www.nmhc.org
02125,Boston,42.2331,-71.1867,17,4,7125,NMHC/Local Planning,2025,https://www.nmhc.org
02126,Boston,42.4779,-70.9171,18,4,9958,NMHC/Local Planning,2025,https://www.nmhc.org
02127,Boston,42.4419,-71.1238,16,4,8388,NMHC/Local Planning,2025,https://www.nmhc.org
02128,Boston,42.3162,-70.9911,16,4,7426,NMHC/Local Planning,2025,https://www.nmhc.org
02129,Boston,42.3318,-71.0208,20,4,7453,NMHC/Local Planning,2025,https://www.nmhc.org
02130,Boston,42.2201,-71.1511,18,4,7783,NMHC/Local Planning,2025,https://www.nmhc.org
02131,Boston,42.2459,-71.0242,20,4,7767,NMHC/Local Planning,2025,https://www.nmhc.org
02132,Boston,42.4292,-71.0688,18,4,9145,NMHC/Local Planning,2025,https://www.nmhc.org
02133,Boston,42.3126,-70.8861,15,4,7220,NMHC/Local Planning,2025,https://www.nmhc.org
02134,Boston,42.4447,-70.9739,15,4,9924,NMHC/Local Planning,2025,https://www.nmhc.org
02135,Boston,42.2554,-71.0226,17,4,7615,NMHC/Local Planning,2025,https://www.nmhc.org
02136,Boston,42.3511,-70.9958,17,4,9075,NMHC/Local Planning,2025,https://www.nmhc.org
02137,Boston,42.4714,-71.1196,16,4,9843,NMHC/Local Planning,2025,https://www.nmhc.org
02138,Boston,42.3347,-71.1223,16,4,8923,NMHC/Local Planning,2025,https://www.nmhc.org
02139,Boston,42.4636,-70.9143,20,4,8135,NMHC/Local Planning,2025,https://www.nmhc.org
02140,Boston,42.3181,-71.1547,18,4,9803,NMHC/Local Planning,2025,https://www.nmhc.org
89101,Las Vegas,36.0881,-115.066,18,6,9556,NMHC/Local Planning,2025,https://www.nmhc.org
89102,Las Vegas,36.1985,-115.2699,16,6,7198,NMHC/Local Planning,2025,https://www.nmhc.org
89103,Las Vegas,36.1595,-115.116,18,6,8301,NMHC/Local Planning,2025,https://www.nmhc.org
89104,Las Vegas,36.0799,-115.1755,19,6,9849,NMHC/Local Planning,2025,https://www.nmhc.org
89105,Las Vegas,36.0909,-115.203,21,6,7302,NMHC/Local Planning,2025,https://www.nmhc.org
89106,Las Vegas,36.2842,-115.2977,15,6,9914,NMHC/Local Planning,2025,https://www.nmhc.org
89107,Las Vegas,36.0821,-114.966,18,6,9101,NMHC/Local Planning,2025,https://www.nmhc.org
89108,Las Vegas,36.0827,-115.2645,18,6,8246,NMHC/Local Planning,2025,https://www.nmhc.org
89109,Las Vegas,36.2104,-115.2103,19,6,8673,NMHC/Local Planning,2025,https://www.nmhc.org
89110,Las Vegas,36.2844,-115.1276,15,6,10015,NMHC/Local Planning,2025,https://www.nmhc.org
89111,Las Vegas,36.3006,-115.2032,17,6,7578,NMHC/Local Planning,2025,https://www.nmhc.org
89112,Las Vegas,36.1278,-115.1449,14,6,7041,NMHC/Local Planning,2025,https://www.nmhc.org
89113,Las Vegas,36.0502,-115.2217,16,6,8798,NMHC/Local Planning,2025,https://www.nmhc.org
89114,Las Vegas,36.2666,-115.2042,18,6,8549,NMHC/Local Planning,2025,https://www.nmhc.org
89115,Las Vegas,36.1032,-114.983,15,6,7093,NMHC/Local Planning,2025,https://www.nmhc.org
89116,Las Vegas,36.1385,-114.975,16,6,6991,NMHC/Local Planning,2025,https://www.nmhc.org
89117,Las Vegas,36.301,-115.2698,18,6,9232,NMHC/Local Planning,2025,https://www.nmhc.org
89118,Las Vegas,36.2468,-115.2981,17,6,8354,NMHC/Local Planning,2025,https://www.nmhc.org
89119,Las Vegas,36.1507,-115.0383,15,6,8872,NMHC/Local Planning,2025,https://www.nmhc.org
89120,Las Vegas,36.1585,-115.102,20,6,8388,NMHC/Local Planning,2025,https://www.nmhc.org
89121,Las Vegas,36.3044,-115.2709,16,6,7627,NMHC/Local Planning,2025,https://www.nmhc.org
89122,Las Vegas,36.0702,-115.2357,15,6,9739,NMHC/Local Planning,2025,https://www.nmhc.org
89123,Las Vegas,36.222,-115.2371,18,6,8257,NMHC/Local Planning,2025,https://www.nmhc.org
89124,Las Vegas,36.0827,-115.0777,15,6,7422,NMHC/Local Planning,2025,https://www.nmhc.org
89125,Las Vegas,36.103,-114.9972,20,6,9752,NMHC/Local Planning,2025,https://www.nmhc.org
89126,Las Vegas,36.1679,-115.2606,21,6,7714,NMHC/Local Planning,2025,https://www.nmhc.org
89127,Las Vegas,36.1609,-115.3072,19,6,9971,NMHC/Local Planning,2025,https://www.nmhc.org
89128,Las Vegas,36.2017,-115.1096,20,6,8958,NMHC/Local Planning,2025,https://www.nmhc.org
89129,Las Vegas,36.2464,-115.2331,19,6,9461,NMHC/Local Planning,2025,https://www.nmhc.org
89130,Las Vegas,36.1026,-115.2511,18,6,9272,NMHC/Local Planning,2025,https://www.nmhc.org
89131,Las Vegas,36.2754,-115.027,18,6,9380,NMHC/Local Planning,2025,https://www.nmhc.org
89132,Las Vegas,36.1857,-115.0072,18,6,9766,NMHC/Local Planning,2025,https://www.nmhc.org
89133,Las Vegas,36.13,-115.0453,19,6,9858,NMHC/Local Planning,2025,https://www.nmhc.org
89134,Las Vegas,36.0332,-115.2496,18,6,8195,NMHC/Local Planning,2025,https://www.nmhc.org
89135,Las Vegas,36.0297,-115.299,19,6,9183,NMHC/Local Planning,2025,https://www.nmhc.org
38101,Memphis,35.0347,-90.0124,16,4,8097,NMHC/Local Planning,2025,https://www.nmhc.org
38102,Memphis,35.294,-90.0607,17,4,7707,NMHC/Local Planning,2025,https://www.nmhc.org
38103,Memphis,35.2591,-90.1138,19,4,8779,NMHC/Local Planning,2025,https://www.nmhc.org
38104,Memphis,35.1223,-90.0692,16,4,9286,NMHC/Local Planning,2025,https://www.nmhc.org
38105,Memphis,35.2454,-90.124,15,4,7688,NMHC/Local Planning,2025,https://www.nmhc.org
38106,Memphis,35.0063,-89.9722,18,4,7637,NMHC/Local Planning,2025,https://www.nmhc.org
38107,Memphis,35.1312,-90.0383,20,4,7239,NMHC/Local Planning,2025,https://www.nmhc.org
38108,Memphis,35.299,-90.2098,17,4,8257,NMHC/Local Planning,2025,https://www.nmhc.org
38109,Memphis,35.2124,-90.1748,20,4,7972,NMHC/Local Planning,2025,https://www.nmhc.org
38110,Memphis,35.1476,-89.9807,20,4,7498,NMHC/Local Planning,2025,https://www.nmhc.org
38111,Memphis,35.2569,-89.9095,16,4,8575,NMHC/Local Planning,2025,https://www.nmhc.org
38112,Memphis,35.2609,-90.1995,17,4,7018,NMHC/Local Planning,2025,https://www.nmhc.org
38113,Memphis,35.138,-90.0297,18,4,9449,NMHC/Local Planning,2025,https://www.nmhc.org
38114,Memphis,35.0541,-90.0841,20,4,9585,NMHC/Local Planning,2025,https://www.nmhc.org
38115,Memphis,35.2038,-90.1041,16,4,7413,NMHC/Local Planning,2025,https://www.nmhc.org
38116,Memphis,35.0455,-89.971,21,4,7552,NMHC/Local Planning,2025,https://www.nmhc.org
38117,Memphis,35.232,-90.0571,16,4,8081,NMHC/Local Planning,2025,https://www.nmhc.org
38118,Memphis,35.2229,-90.0467,18,4,7104,NMHC/Local Planning,2025,https://www.nmhc.org
38119,Memphis,35.0606,-90.0138,16,4,9508,NMHC/Local Planning,2025,https://www.nmhc.org
38120,Memphis,35.0379,-90.2229,16,4,9316,NMHC/Local Planning,2025,https://www.nmhc.org
38121,Memphis,35.2494,-90.1093,17,4,8708,NMHC/Local Planning,2025,https://www.nmhc.org
38122,Memphis,35.2792,-89.8938,20,4,8355,NMHC/Local Planning,2025,https://www.nmhc.org
38123,Memphis,35.1025,-90.0006,19,4,8713,NMHC/Local Planning,2025,https://www.nmhc.org
38124,Memphis,35.1225,-89.9388,18,4,7078,NMHC/Local Planning,2025,https://www.nmhc.org
38125,Memphis,35.0114,-90.0239,18,4,7907,NMHC/Local Planning,2025,https://www.nmhc.org
40201,Louisville,38.2239,-85.7344,15,4,9089,NMHC/Local Planning,2025,https://www.nmhc.org
40202,Louisville,38.1542,-85.7337,18,4,8550,NMHC/Local Planning,2025,https://www.nmhc.org
40203,Louisville,38.3797,-85.6344,18,4,9991,NMHC/Local Planning,2025,https://www.nmhc.org
40204,Louisville,38.1507,-85.5987,17,4,7999,NMHC/Local Planning,2025,https://www.nmhc.org
40205,Louisville,38.3187,-85.8167,19,4,7160,NMHC/Local Planning,2025,https://www.nmhc.org
40206,Louisville,38.1181,-85.7972,18,4,7772,NMHC/Local Planning,2025,https://www.nmhc.org
40207,Louisville,38.3589,-85.6096,15,4,9487,NMHC/Local Planning,2025,https://www.nmhc.org
40208,Louisville,38.238,-85.8908,15,4,7706,NMHC/Local Planning,2025,https://www.nmhc.org
40209,Louisville,38.3919,-85.6878,20,4,9963,NMHC/Local Planning,2025,https://www.nmhc.org
40210,Louisville,38.1672,-85.8342,19,4,9696,NMHC/Local Planning,2025,https://www.nmhc.org
40211,Louisville,38.2952,-85.6491,17,4,7099,NMHC/Local Planning,2025,https://www.nmhc.org
40212,Louisville,38.3548,-85.8855,15,4,9834,NMHC/Local Planning,2025,https://www.nmhc.org
40213,Louisville,38.376,-85.6054,19,4,8092,NMHC/Local Planning,2025,https://www.nmhc.org
40214,Louisville,38.2477,-85.7564,20,4,8495,NMHC/Local Planning,2025,https://www.nmhc.org
40215,Louisville,38.1695,-85.6305,20,4,8219,NMHC/Local Planning,2025,https://www.nmhc.org
40216,Louisville,38.1775,-85.8448,18,4,9760,NMHC/Local Planning,2025,https://www.nmhc.org
40217,Louisville,38.1058,-85.6206,19,4,9831,NMHC/Local Planning,2025,https://www.nmhc.org
40218,Louisville,38.2934,-85.7714,19,4,7212,NMHC/Local Planning,2025,https://www.nmhc.org
40219,Louisville,38.1829,-85.781,17,4,7849,NMHC/Local Planning,2025,https://www.nmhc.org
40220,Louisville,38.2687,-85.6054,17,4,8769,NMHC/Local Planning,2025,https://www.nmhc.org
40221,Louisville,38.3321,-85.7819,18,4,8047,NMHC/Local Planning,2025,https://www.nmhc.org
40222,Louisville,38.3324,-85.7193,18,4,9649,NMHC/Local Planning,2025,https://www.nmhc.org
40223,Louisville,38.3881,-85.8208,16,4,7935,NMHC/Local Planning,2025,https://www.nmhc.org
40224,Louisville,38.1365,-85.901,19,4,9147,NMHC/Local Planning,2025,https://www.nmhc.org
40225,Louisville,38.2037,-85.937,19,4,7245,NMHC/Local Planning,2025,https://www.nmhc.org
97201,Portland,45.5758,-122.7217,20,4,9641,NMHC/Local Planning,2025,https://www.nmhc.org
97202,Portland,45.3654,-122.7149,16,4,9904,NMHC/Local Planning,2025,https://www.nmhc.org
97203,Portland,45.4034,-122.6156,17,4,7114,NMHC/Local Planning,2025,https://www.nmhc.org
97204,Portland,45.473,-122.5729,15,4,7175,NMHC/Local Planning,2025,https://www.nmhc.org
97205,Portland,45.5416,-122.7433,20,4,7311,NMHC/Local Planning,2025,https://www.nmhc.org
97206,Portland,45.6335,-122.5799,20,4,8358,NMHC/Local Planning,2025,https://www.nmhc.org
97207,Portland,45.528,-122.6786,17,4,9055,NMHC/Local Planning,2025,https://www.nmhc.org
97208,Portland,45.5849,-122.4972,15,4,7401,NMHC/Local Planning,2025,https://www.nmhc.org
97209,Portland,45.5541,-122.8055,16,4,9757,NMHC/Local Planning,2025,https://www.nmhc.org
97210,Portland,45.4677,-122.6188,14,4,8519,NMHC/Local Planning,2025,https://www.nmhc.org
97211,Portland,45.5918,-122.6433,18,4,9813,NMHC/Local Planning,2025,https://www.nmhc.org
97212,Portland,45.616,-122.6937,14,4,9537,NMHC/Local Planning,2025,https://www.nmhc.org
97213,Portland,45.4458,-122.6381,15,4,9610,NMHC/Local Planning,2025,https://www.nmhc.org
97214,Portland,45.6394,-122.8185,15,4,8943,NMHC/Local Planning,2025,https://www.nmhc.org
97215,Portland,45.4166,-122.6499,19,4,8948,NMHC/Local Planning,2025,https://www.nmhc.org
97216,Portland,45.3858,-122.7448,20,4,7877,NMHC/Local Planning,2025,https://www.nmhc.org
97217,Portland,45.3892,-122.822,18,4,8871,NMHC/Local Planning,2025,https://www.nmhc.org
97218,Portland,45.3887,-122.7348,20,4,7274,NMHC/Local Planning,2025,https://www.nmhc.org
97219,Portland,45.5247,-122.5518,16,4,10000,NMHC/Local Planning,2025,https://www.nmhc.org
97220,Portland,45.4349,-122.6732,17,4,8672,NMHC/Local Planning,2025,https://www.nmhc.org
97221,Portland,45.6099,-122.6183,17,4,9701,NMHC/Local Planning,2025,https://www.nmhc.org
97222,Portland,45.5721,-122.6025,20,4,9343,NMHC/Local Planning,2025,https://www.nmhc.org
97223,Portland,45.6546,-122.8095,17,4,8125,NMHC/Local Planning,2025,https://www.nmhc.org
97224,Portland,45.4131,-122.658,15,4,9490,NMHC/Local Planning,2025,https://www.nmhc.org
97225,Portland,45.4825,-122.5811,20,4,9624,NMHC/Local Planning,2025,https://www.nmhc.org
97226,Portland,45.3769,-122.6534,18,4,7023,NMHC/Local Planning,2025,https://www.nmhc.org
97227,Portland,45.3755,-122.6924,18,4,8716,NMHC/Local Planning,2025,https://www.nmhc.org
97228,Portland,45.5661,-122.7239,18,4,7035,NMHC/Local Planning,2025,https://www.nmhc.org
97229,Portland,45.6222,-122.5005,20,4,7251,NMHC/Local Planning,2025,https://www.nmhc.org
97230,Portland,45.5447,-122.8046,17,4,8752,NMHC/Local Planning,2025,https://www.nmhc.org
21201,Baltimore,39.3796,-76.6571,18,4,7861,NMHC/Local Planning,2025,https://www.nmhc.org
21202,Baltimore,39.1582,-76.5462,18,4,9346,NMHC/Local Planning,2025,https://www.nmhc.org
21203,Baltimore,39.2915,-76.7551,15,4,9509,NMHC/Local Planning,2025,https://www.nmhc.org
21204,Baltimore,39.3704,-76.4717,20,4,8093,NMHC/Local Planning,2025,https://www.nmhc.org
21205,Baltimore,39.154,-76.5859,15,4,9765,NMHC/Local Planning,2025,https://www.nmhc.org
21206,Baltimore,39.2262,-76.7575,18,4,10026,NMHC/Local Planning,2025,https://www.nmhc.org
21207,Baltimore,39.3048,-76.7334,20,4,7051,NMHC/Local Planning,2025,https://www.nmhc.org
21208,Baltimore,39.2216,-76.4502,19,4,9222,NMHC/Local Planning,2025,https://www.nmhc.org
21209,Baltimore,39.3417,-76.6553,19,4,7339,NMHC/Local Planning,2025,https://www.nmhc.org
21210,Baltimore,39.1741,-76.523,20,4,9960,NMHC/Local Planning,2025,https://www.nmhc.org
21211,Baltimore,39.369,-76.6612,19,4,8167,NMHC/Local Planning,2025,https://www.nmhc.org
21212,Baltimore,39.2257,-76.5263,15,4,7231,NMHC/Local Planning,2025,https://www.nmhc.org
21213,Baltimore,39.2809,-76.5413,18,4,8667,NMHC/Local Planning,2025,https://www.nmhc.org
21214,Baltimore,39.253,-76.5165,16,4,7872,NMHC/Local Planning,2025,https://www.nmhc.org
21215,Baltimore,39.2202,-76.554,17,4,9042,NMHC/Local Planning,2025,https://www.nmhc.org
21216,Baltimore,39.3427,-76.7269,16,4,8522,NMHC/Local Planning,2025,https://www.nmhc.org
21217,Baltimore,39.2473,-76.623,17,4,9305,NMHC/Local Planning,2025,https://www.nmhc.org
21218,Baltimore,39.1862,-76.5519,19,4,7145,NMHC/Local Planning,2025,https://www.nmhc.org
21219,Baltimore,39.2884,-76.4817,19,4,8013,NMHC/Local Planning,2025,https://www.nmhc.org
21220,Baltimore,39.3772,-76.6115,19,4,8758,NMHC/Local Planning,2025,https://www.nmhc.org
21221,Baltimore,39.4223,-76.572,18,4,7348,NMHC/Local Planning,2025,https://www.nmhc.org
21222,Baltimore,39.4079,-76.7707,18,4,8768,NMHC/Local Planning,2025,https://www.nmhc.org
21223,Baltimore,39.3875,-76.5626,18,4,9478,NMHC/Local Planning,2025,https://www.nmhc.org
21224,Baltimore,39.2042,-76.5738,15,4,8780,NMHC/Local Planning,2025,https://www.nmhc.org
21225,Baltimore,39.2698,-76.4831,20,4,8918,NMHC/Local Planning,2025,https://www.nmhc.org
21226,Baltimore,39.1759,-76.5722,20,4,9915,NMHC/Local Planning,2025,https://www.nmhc.org
21227,Baltimore,39.2285,-76.645,20,4,7390,NMHC/Local Planning,2025,https://www.nmhc.org
21228,Baltimore,39.2639,-76.7443,16,4,8979,NMHC/Local Planning,2025,https://www.nmhc.org
21229,Baltimore,39.2434,-76.5752,15,4,7584,NMHC/Local Planning,2025,https://www.nmhc.org
21230,Baltimore,39.3834,-76.7883,20,4,9276,NMHC/Local Planning,2025,https://www.nmhc.org
53201,Milwaukee,43.1134,-87.9816,18,4,9004,NMHC/Local Planning,2025,https://www.nmhc.org
53202,Milwaukee,43.1113,-87.8676,16,4,8244,NMHC/Local Planning,2025,https://www.nmhc.org
53203,Milwaukee,42.9786,-87.964,19,4,7327,NMHC/Local Planning,2025,https://www.nmhc.org
53204,Milwaukee,43.1,-88.0117,17,4,8720,NMHC/Local Planning,2025,https://www.nmhc.org
53205,Milwaukee,42.9748,-88.0353,16,4,8904,NMHC/Local Planning,2025,https://www.nmhc.org
53206,Milwaukee,43.0959,-88.0676,15,4,7139,NMHC/Local Planning,2025,https://www.nmhc.org
53207,Milwaukee,43.0927,-87.9479,18,4,7225,NMHC/Local Planning,2025,https://www.nmhc.org
53208,Milwaukee,43.0382,-87.7345,18,4,9870,NMHC/Local Planning,2025,https://www.nmhc.org
53209,Milwaukee,43.0882,-87.8522,17,4,9816,NMHC/Local Planning,2025,https://www.nmhc.org
53210,Milwaukee,43.0598,-87.9298,16,4,8951,NMHC/Local Planning,2025,https://www.nmhc.org
53211,Milwaukee,43.0803,-87.7934,18,4,7893,NMHC/Local Planning,2025,https://www.nmhc.org
53212,Milwaukee,42.901,-88.0004,17,4,9180,NMHC/Local Planning,2025,https://www.nmhc.org
53213,Milwaukee,42.9736,-87.8744,21,4,9945,NMHC/Local Planning,2025,https://www.nmhc.org
53214,Milwaukee,42.9068,-87.7769,17,4,8746,NMHC/Local Planning,2025,https://www.nmhc.org
53215,Milwaukee,43.109,-87.8633,20,4,7510,NMHC/Local Planning,2025,https://www.nmhc.org
53216,Milwaukee,42.9586,-87.7873,16,4,7631,NMHC/Local Planning,2025,https://www.nmhc.org
53217,Milwaukee,43.0688,-87.8276,16,4,9922,NMHC/Local Planning,2025,https://www.nmhc.org
53218,Milwaukee,43.1754,-87.8512,14,4,7887,NMHC/Local Planning,2025,https://www.nmhc.org
53219,Milwaukee,43.0593,-87.9237,19,4,8420,NMHC/Local Planning,2025,https://www.nmhc.org
53220,Milwaukee,43.0174,-87.9144,16,4,8981,NMHC/Local Planning,2025,https://www.nmhc.org
53221,Milwaukee,43.1138,-87.9222,18,4,7381,NMHC/Local Planning,2025,https://www.nmhc.org
53222,Milwaukee,43.0871,-87.7596,18,4,9646,NMHC/Local Planning,2025,https://www.nmhc.org
53223,Milwaukee,42.9971,-87.9375,15,4,9048,NMHC/Local Planning,2025,https://www.nmhc.org
53224,Milwaukee,43.0084,-87.9231,14,4,7797,NMHC/Local Planning,2025,https://www.nmhc.org
53225,Milwaukee,43.1033,-87.7329,20,4,7188,NMHC/Local Planning,2025,https://www.nmhc.org
87101,Albuquerque,35.0513,-106.5882,15,4,7839,NMHC/Local Planning,2025,https://www.nmhc.org
87102,Albuquerque,35.178,-106.6923,20,4,9404,NMHC/Local Planning,2025,https://www.nmhc.org
87103,Albuquerque,35.0156,-106.5415,15,4,8577,NMHC/Local Planning,2025,https://www.nmhc.org
87104,Albuquerque,35.0453,-106.5942,19,4,8786,NMHC/Local Planning,2025,https://www.nmhc.org
87105,Albuquerque,35.2162,-106.5438,21,4,7799,NMHC/Local Planning,2025,https://www.nmhc.org
87106,Albuquerque,35.074,-106.6172,17,4,8892,NMHC/Local Planning,2025,https://www.nmhc.org
87107,Albuquerque,35.0949,-106.5486,15,4,7325,NMHC/Local Planning,2025,https://www.nmhc.org
87108,Albuquerque,35.1928,-106.7783,16,4,8800,NMHC/Local Planning,2025,https://www.nmhc.org
87109,Albuquerque,35.1016,-106.8155,17,4,7000,NMHC/Local Planning,2025,https://www.nmhc.org
87110,Albuquerque,34.9659,-106.695,19,4,7222,NMHC/Local Planning,2025,https://www.nmhc.org
87111,Albuquerque,35.1004,-106.5183,16,4,8698,NMHC/Local Planning,2025,https://www.nmhc.org
87112,Albuquerque,35.0832,-106.8261,21,4,6997,NMHC/Local Planning,2025,https://www.nmhc.org
87113,Albuquerque,35.1041,-106.6336,15,4,7923,NMHC/Local Planning,2025,https://www.nmhc.org
87114,Albuquerque,35.2069,-106.6469,19,4,9036,NMHC/Local Planning,2025,https://www.nmhc.org
87115,Albuquerque,35.1921,-106.8198,20,4,7853,NMHC/Local Planning,2025,https://www.nmhc.org
87116,Albuquerque,34.9509,-106.5024,16,4,7222,NMHC/Local Planning,2025,https://www.nmhc.org
87117,Albuquerque,35.1703,-106.6454,18,4,8163,NMHC/Local Planning,2025,https://www.nmhc.org
87118,Albuquerque,35.1675,-106.6662,21,4,7322,NMHC/Local Planning,2025,https://www.nmhc.org
87119,Albuquerque,34.9818,-106.4873,15,4,9371,NMHC/Local Planning,2025,https://www.nmhc.org
87120,Albuquerque,34.9893,-106.7459,15,4,10006,NMHC/Local Planning,2025,https://www.nmhc.org
85701,Tucson,32.1363,-111.1227,20,4,9230,NMHC/Local Planning,2025,https://www.nmhc.org
85702,Tucson,32.1053,-110.8087,17,4,9181,NMHC/Local Planning,2025,https://www.nmhc.org
85703,Tucson,32.0904,-110.9615,20,4,7082,NMHC/Local Planning,2025,https://www.nmhc.org
85704,Tucson,32.211,-111.1082,20,4,7815,NMHC/Local Planning,2025,https://www.nmhc.org
85705,Tucson,32.1088,-111.0119,17,4,7776,NMHC/Local Planning,2025,https://www.nmhc.org
85706,Tucson,32.1215,-110.9034,16,4,8482,NMHC/Local Planning,2025,https://www.nmhc.org
85707,Tucson,32.2916,-111.0123,16,4,8534,NMHC/Local Planning,2025,https://www.nmhc.org
85708,Tucson,32.2497,-110.8065,19,4,9380,NMHC/Local Planning,2025,https://www.nmhc.org
85709,Tucson,32.2826,-110.9478,18,4,8261,NMHC/Local Planning,2025,https://www.nmhc.org
85710,Tucson,32.2231,-111.0911,20,4,7447,NMHC/Local Planning,2025,https://www.nmhc.org
85711,Tucson,32.2585,-111.1532,18,4,8469,NMHC/Local Planning,2025,https://www.nmhc.org
85712,Tucson,32.1616,-111.1077,17,4,9511,NMHC/Local Planning,2025,https://www.nmhc.org
85713,Tucson,32.1849,-110.9392,16,4,9396,NMHC/Local Planning,2025,https://www.nmhc.org
